NM,length,ratio
1485,24673,0.0601872492197949
904,17501,0.0516541911890749
924,16817,0.0549444014984837
802,15216,0.0527076761303891
1024,13775,0.0743375680580762
1398,18290,0.0764352104975396
1180,17870,0.0660324566312255
1116,16529,0.0675176961703672
1179,19243,0.0612690328950787
1671,23893,0.0699368015736827
609,11133,0.05470223659391
1953,22156,0.0881476800866582
1278,20236,0.0631547736706859
808,14366,0.0562439092301267
528,9148,0.0577175338871885
2716,32871,0.0826260229381522
624,12453,0.0501084076126235
1034,16326,0.0633345583731471
421,8344,0.0504554170661553
631,12982,0.0486057618240641
448,7463,0.060029478761892
689,12101,0.0569374431865135
576,10948,0.0526123492875411
605,11423,0.0529633196183139
496,9901,0.0500959499040501
4679,50678,0.0923280318876041
548,8299,0.0660320520544644
1138,11910,0.0955499580184719
1782,24321,0.073270013568521
1865,22914,0.0813912891681941
353,4952,0.0712843295638126
1584,22988,0.0689055159213503
912,13865,0.0657771366750812
970,13566,0.0715022851245761
1332,19461,0.0684445814706336
1660,22407,0.0740839916097648
728,10538,0.0690833175175555
835,13108,0.0637015563014953
793,12644,0.0627174944637773
1522,22912,0.0664280726256983
951,12265,0.0775377089278435
797,12471,0.0639082671798573
754,12007,0.0627967019238777
561,10780,0.0520408163265306
428,8718,0.0490938288598302
416,6928,0.0600461893764434
527,9718,0.054229265280922
383,8408,0.0455518553758325
469,9685,0.0484254001032525
557,9428,0.0590793381417056
337,6774,0.0497490404487747
732,11680,0.0626712328767123
331,8027,0.0412358290768656
445,8286,0.0537050446536326
2263,25841,0.0875740102937193
369,6735,0.0547884187082405
217,4638,0.0467874083656749
354,5633,0.0628439552636251
205,4479,0.0457691448984148
129,3272,0.0394254278728606
315,5284,0.0596139288417865
205,5272,0.0388846737481032
459,6830,0.067203513909224
398,7319,0.054379013526438
113,2643,0.0427544457056375
968,13943,0.0694255181811662
3466,36982,0.0937212698069331
2101,23622,0.0889425112183558
619,9407,0.0658020622940364
562,6829,0.0822960902035437
1003,13162,0.076204224282024
1127,17928,0.0628625613565373
991,13577,0.0729910878691906
428,5719,0.0748382584367897
916,14891,0.0615136659727352
2724,29891,0.0911311096985715
685,10136,0.0675808997632202
235,4974,0.0472456775231202
430,6155,0.0698619008935825
229,4210,0.0543942992874109
50,1349,0.0370644922164566
43,1256,0.0342356687898089
66,1285,0.0513618677042802
2617,27952,0.093624785346308
1065,13119,0.0811799679853647
440,5749,0.0765350495738389
1227,16116,0.0761355174981385
933,11810,0.0790008467400508
1796,21382,0.0839958843887382
373,4429,0.0842176563558365
471,6303,0.0747263207996192
1240,18378,0.0674719773642399
374,5958,0.0627727425310507
790,10558,0.0748247774199659
1692,19067,0.0887397073477736
860,11754,0.0731665815892462
716,10301,0.0695078147752645
1557,20328,0.0765938606847698
1711,16775,0.101997019374069
367,7040,0.0521306818181818
610,9861,0.0618598519419937
682,10498,0.064964755191465
869,12722,0.0683068699889954
365,5381,0.067831258130459
653,9574,0.0682055567161061
896,14221,0.063005414527811
1478,20921,0.0706467186080971
548,8539,0.0641761330366553
89,2084,0.0427063339731286
259,2281,0.113546690048224
252,4517,0.0557892406464468
925,13988,0.0661281098084072
694,11352,0.0611346018322763
346,4986,0.0693943040513438
221,3854,0.057343020238713
840,11791,0.0712407768637096
1089,11316,0.0962354188759279
308,5137,0.0599571734475375
380,6081,0.0624897220851834
354,5564,0.0636232925952552
274,4809,0.0569765023913496
225,4091,0.0549987778049377
324,4754,0.0681531342027766
212,3753,0.0564881428190781
94,1769,0.0531373657433578
127,2464,0.0515422077922078
71,2049,0.0346510492923377
94,2429,0.038699053108275
106,1950,0.0543589743589744
28,706,0.0396600566572238
61,1874,0.0325506937033084
61,1300,0.0469230769230769
76,1966,0.0386571719226857
59,1801,0.0327595780122154
70,1758,0.0398179749715586
47,1030,0.0456310679611651
180,3199,0.0562675836198812
1895,20127,0.0941521339494212
706,9415,0.0749867233138609
547,7924,0.0690307925290257
3888,46365,0.0838563571659657
702,9305,0.0754433100483611
603,9486,0.0635673624288425
284,4503,0.0630690650677326
293,5347,0.0547970824761549
958,14112,0.0678854875283447
909,14443,0.0629370629370629
417,7524,0.0554226475279107
985,12318,0.0799642799155707
1437,19357,0.0742367102340239
890,12440,0.0715434083601286
651,8672,0.0750691881918819
439,6728,0.0652497027348395
2006,27171,0.0738287144381878
1145,15033,0.0761657686423202
464,6752,0.0687203791469194
601,8737,0.0687879134714433
1258,15926,0.0789903302775336
763,10629,0.0717847398626399
376,6167,0.0609696773147397
674,9434,0.0714437142251431
602,9795,0.0614599285349668
428,7543,0.0567413495956516
2162,28398,0.0761321219804212
628,10490,0.0598665395614871
1466,21478,0.0682558897476488
466,7735,0.060245636716225
3152,36195,0.0870838513606852
563,7253,0.0776230525299876
184,3378,0.0544701006512729
2071,26973,0.0767804841878916
105,2235,0.0469798657718121
214,4185,0.0511350059737157
111,1287,0.0862470862470862
123,2535,0.0485207100591716
384,6583,0.058332067446453
540,7290,0.0740740740740741
711,10261,0.0692914920573044
82,1440,0.0569444444444445
663,9890,0.0670374115267947
38,941,0.0403825717321998
210,2680,0.0783582089552239
571,8854,0.0644906257058957
324,5612,0.0577334283677833
108,1693,0.0637920850561134
1116,15854,0.0703923300113536
1112,15234,0.0729946173034003
1151,16061,0.0716642799327564
350,5101,0.0686139972554401
631,8556,0.0737494156147733
2315,27480,0.0842430858806405
395,6600,0.0598484848484848
1988,25673,0.077435438008803
481,6889,0.0698214544926695
754,10842,0.0695443645083933
136,2246,0.0605520926090828
896,11192,0.0800571837026448
127,1960,0.0647959183673469
74,1489,0.0496977837474815
714,9242,0.077256005193681
342,6038,0.0566412719443524
299,4701,0.0636034886194427
1118,16861,0.0663068619892059
308,4533,0.0679461725126848
338,4865,0.0694758478931141
593,8718,0.0680201881165405
784,10167,0.0771122258286614
329,4954,0.066410981025434
15,645,0.0232558139534884
13,352,0.0369318181818182
198,3366,0.0588235294117647
358,5744,0.0623259052924791
986,11170,0.088272157564906
565,8056,0.0701340615690169
83,1395,0.0594982078853047
379,6832,0.0554742388758782
810,10311,0.0785568810008729
434,7670,0.0565840938722295
968,13538,0.0715024375830994
586,8823,0.0664173183724357
570,7710,0.0739299610894942
282,4867,0.0579412369015821
127,2939,0.0432119768628785
95,2475,0.0383838383838384
439,7140,0.061484593837535
698,9893,0.0705549378348327
571,8450,0.0675739644970414
1176,12306,0.0955631399317406
341,5542,0.061530133525803
300,5005,0.0599400599400599
470,7627,0.0616231808050348
685,9230,0.0742145178764897
60,1284,0.0467289719626168
211,3576,0.0590044742729307
83,1803,0.0460343871325569
436,6308,0.0691185795814838
22,587,0.0374787052810903
508,7067,0.0718834017263337
498,7100,0.0701408450704225
83,1849,0.044889129259059
402,7161,0.0561374109761207
17,445,0.0382022471910112
30,1494,0.0200803212851406
42,977,0.0429887410440123
281,4656,0.0603522336769759
215,2823,0.0761601133545873
641,8510,0.0753231492361927
1100,15056,0.0730605738575983
1,109,0.0091743119266055
639,9013,0.0708975923665816
722,10790,0.0669138090824838
5,334,0.0149700598802395
24,640,0.0375
123,1736,0.070852534562212
7,248,0.0282258064516129
139,2030,0.0684729064039409
19,377,0.0503978779840849
40,750,0.0533333333333333
20,261,0.0766283524904215
0,67,0
8,367,0.0217983651226158
261,4540,0.057488986784141
57,1496,0.0381016042780749
57,1061,0.0537229029217719
348,4850,0.0717525773195876
241,5232,0.0460626911314985
97,1767,0.0548953027730617
237,3559,0.0665917392525991
21,552,0.0380434782608696
72,1135,0.0634361233480176
